No.,Time (s),Cumulative Volume (mL),Individual Volume (per 5 s),Average Individual Volume (per 5 s),Actual Flux,,Membrane Pore Size
563,2815,134.13,0.1,0.15,0.007795344,,
564,2820,134.35,0.22,0.176,0.009146537,,
565,2825,134.45,0.1,0.154,0.00800322,,
566,2830,134.69,0.24,0.178,0.009250475,,
567,2835,134.8,0.11,0.154,0.00800322,,
568,2840,135.02,0.22,0.178,0.009250475,,
569,2845,135.12,0.1,0.152,0.007899282,,
570,2850,135.34,0.22,0.176,0.009146537,,
571,2855,135.45,0.11,0.152,0.007899282,,
572,2860,135.68,0.23,0.174,0.009042599,,
573,2865,135.78,0.1,0.154,0.00800322,,
574,2870,135.99,0.21,0.176,0.009146537,,
575,2875,136.11,0.12,0.148,0.007691406,,
576,2880,136.33,0.22,0.176,0.009146537,,
577,2885,136.42,0.09,0.154,0.00800322,,
578,2890,136.66,0.24,0.102,0.005300834,,
579,2895,136.76,0.1,0.152,0.007899282,,
580,2900,136.62,-0.14,0.174,0.009042599,,
581,2905,137.09,0.47,0.154,0.00800322,,
582,2910,137.29,0.2,0.172,0.008938661,,
583,2915,137.43,0.14,0.226,0.011744985,,
584,2920,137.62,0.19,0.164,0.00852291,,
585,2925,137.75,0.13,0.158,0.008211096,,
586,2930,137.91,0.16,0.158,0.008211096,,
587,2935,138.08,0.17,0.156,0.008107158,,
588,2940,138.22,0.14,0.152,0.007899282,,
589,2945,138.4,0.18,0.164,0.00852291,,
590,2950,138.51,0.11,0.152,0.007899282,,
591,2955,138.73,0.22,0.17,0.008834723,,
592,2960,138.84,0.11,0.156,0.008107158,,
593,2965,139.07,0.23,0.178,0.009250475,,
594,2970,139.18,0.11,0.156,0.008107158,,
595,2975,139.4,0.22,0.176,0.009146537,,
596,2980,139.51,0.11,0.152,0.007899282,,
597,2985,139.72,0.21,0.176,0.009146537,,
598,2990,139.83,0.11,0.154,0.00800322,,
599,2995,140.06,0.23,0.172,0.008938661,,
600,3000,140.17,0.11,0.156,0.008107158,,
601,3005,140.37,0.2,0.168,0.008730785,,
602,3010,140.5,0.13,0.154,0.00800322,,
603,3015,140.67,0.17,0.152,0.007899282,,
604,3020,140.83,0.16,0.156,0.008107158,,
605,3025,140.93,0.1,0.15,0.007795344,,
606,3030,141.15,0.22,0.16,0.008315034,,
607,3035,141.25,0.1,0.15,0.007795344,,
608,3040,141.47,0.22,0.176,0.009146537,,
609,3045,141.58,0.11,0.154,0.00800322,,
610,3050,141.81,0.23,0.178,0.009250475,,
611,3055,141.92,0.11,0.156,0.008107158,,
612,3060,142.14,0.22,0.172,0.008938661,,
613,3065,142.25,0.11,0.154,0.00800322,,
614,3070,142.44,0.19,0.156,0.008107158,,
615,3075,142.58,0.14,0.154,0.00800322,,
616,3080,142.7,0.12,0.154,0.00800322,,
617,3085,142.91,0.21,0.16,0.008315034,,
618,3090,143.02,0.11,0.154,0.00800322,,
619,3095,143.24,0.22,0.174,0.009042599,,
620,3100,143.35,0.11,0.156,0.008107158,,
621,3105,143.57,0.22,0.17,0.008834723,,
622,3110,143.69,0.12,0.154,0.00800322,,
623,3115,143.87,0.18,0.158,0.008211096,,
624,3120,144.01,0.14,0.154,0.00800322,,
625,3125,144.14,0.13,0.152,0.007899282,,
626,3130,144.34,0.2,0.16,0.008315034,,
627,3135,144.45,0.11,0.152,0.007899282,,
628,3140,144.67,0.22,0.168,0.008730785,,
629,3145,144.77,0.1,0.15,0.007795344,,
630,3150,144.98,0.21,0.16,0.008315034,,
631,3155,145.09,0.11,0.152,0.007899282,,
632,3160,145.25,0.16,0.154,0.00800322,,
633,3165,145.43,0.18,0.156,0.008107158,,
634,3170,145.54,0.11,0.156,0.008107158,,
635,3175,145.76,0.22,0.168,0.008730785,,
636,3180,145.87,0.11,0.152,0.007899282,,
637,3185,146.09,0.22,0.162,0.008418972,,
638,3190,146.19,0.1,0.15,0.007795344,,
639,3195,146.35,0.16,0.152,0.007899282,,
640,3200,146.51,0.16,0.15,0.007795344,,
641,3205,146.63,0.12,0.154,0.00800322,,
642,3210,146.84,0.21,0.166,0.008626848,,
643,3215,146.96,0.12,0.154,0.00800322,,
644,3220,147.18,0.22,0.162,0.008418972,,
645,3225,147.28,0.1,0.156,0.008107158,,
646,3230,147.44,0.16,0.152,0.007899282,,
647,3235,147.62,0.18,0.15,0.007795344,,
648,3240,147.72,0.1,0.152,0.007899282,,
649,3245,147.93,0.21,0.164,0.00852291,,
650,3250,148.04,0.11,0.15,0.007795344,,
651,3255,148.26,0.22,0.152,0.007899282,,
652,3260,148.37,0.11,0.15,0.007795344,,
653,3265,148.48,0.11,0.15,0.007795344,,
654,3270,148.68,0.2,0.15,0.007795344,,
655,3275,148.79,0.11,0.15,0.007795344,,
656,3280,149.01,0.22,0.158,0.008211096,,
657,3285,149.12,0.11,0.154,0.00800322,,
658,3290,149.27,0.15,0.154,0.00800322,,
659,3295,149.45,0.18,0.154,0.00800322,,
660,3300,149.56,0.11,0.154,0.00800322,,
661,3305,149.78,0.22,0.162,0.008418972,,
662,3310,149.89,0.11,0.152,0.007899282,,
663,3315,150.08,0.19,0.15,0.007795344,,
664,3320,150.21,0.13,0.152,0.007899282,,
665,3325,150.31,0.1,0.15,0.007795344,,
666,3330,150.54,0.23,0.154,0.00800322,,
667,3335,150.64,0.1,0.152,0.007899282,,
668,3340,150.85,0.21,0.154,0.00800322,,
669,3345,150.97,0.12,0.152,0.007899282,,
670,3350,151.08,0.11,0.152,0.007899282,,
671,3355,151.3,0.22,0.152,0.007899282,,
672,3360,151.4,0.1,0.154,0.00800322,,
673,3365,151.61,0.21,0.154,0.00800322,,
674,3370,151.74,0.13,0.152,0.007899282,,
675,3375,151.85,0.11,0.152,0.007899282,,
676,3380,152.06,0.21,0.152,0.007899282,,
677,3385,152.16,0.1,0.152,0.007899282,,
678,3390,152.37,0.21,0.148,0.007691406,,
679,3395,152.5,0.13,0.152,0.007899282,,
680,3400,152.59,0.09,0.154,0.00800322,,
681,3405,152.82,0.23,0.152,0.007899282,,
682,3410,152.93,0.11,0.152,0.007899282,,
683,3415,153.13,0.2,0.158,0.008211096,,
684,3420,153.26,0.13,0.154,0.00800322,,
685,3425,153.38,0.12,0.154,0.00800322,,
686,3430,153.59,0.21,0.15,0.007795344,,
687,3435,153.7,0.11,0.156,0.008107158,,
688,3440,153.88,0.18,0.154,0.00800322,,
689,3445,154.04,0.16,0.154,0.00800322,,
690,3450,154.15,0.11,0.154,0.00800322,,
691,3455,154.36,0.21,0.142,0.007379592,,
692,3460,154.47,0.11,0.152,0.007899282,,
693,3465,154.59,0.12,0.14,0.007275655,,
694,3470,154.8,0.21,0.15,0.007795344,,
695,3475,154.85,0.05,0.154,0.00800322,,
696,3480,155.11,0.26,0.15,0.007795344,,
697,3485,155.24,0.13,0.152,0.007899282,,
698,3490,155.34,0.1,0.166,0.008626848,,
699,3495,155.56,0.22,0.146,0.007587468,,
700,3500,155.68,0.12,0.152,0.007899282,,
701,3505,155.84,0.16,0.152,0.007899282,,
702,3510,156,0.16,0.152,0.007899282,,
703,3515,156.1,0.1,0.15,0.007795344,,
704,3520,156.32,0.22,0.142,0.007379592,,
705,3525,156.43,0.11,0.152,0.007899282,,
706,3530,156.55,0.12,0.156,0.008107158,,
707,3535,156.76,0.21,0.148,0.007691406,,
708,3540,156.88,0.12,0.156,0.008107158,,
709,3545,157.06,0.18,0.154,0.00800322,,
710,3550,157.21,0.15,0.156,0.008107158,,
711,3555,157.32,0.11,0.154,0.00800322,,
712,3560,157.54,0.22,0.138,0.007171717,,
713,3565,157.65,0.11,0.152,0.007899282,,
714,3570,157.75,0.1,0.152,0.007899282,,
715,3575,157.97,0.22,0.138,0.007171717,,
716,3580,158.08,0.11,0.15,0.007795344,,
717,3585,158.23,0.15,0.152,0.007899282,,
718,3590,158.4,0.17,0.148,0.007691406,,
719,3595,158.51,0.11,0.152,0.007899282,,
720,3600,158.71,0.2,0.144,0.00748353,,
721,3605,158.84,0.13,0.152,0.007899282,,
722,3610,158.95,0.11,0.154,0.00800322,,
723,3615,159.16,0.21,0.136,0.007067779,,
724,3620,159.28,0.12,0.154,0.00800322,,
725,3625,159.39,0.11,0.152,0.007899282,,
726,3630,159.61,0.22,0.138,0.007171717,,
727,3635,159.71,0.1,0.152,0.007899282,,
728,3640,159.85,0.14,0.15,0.007795344,,
729,3645,160.04,0.19,0.146,0.007587468,,
730,3650,160.14,0.1,0.154,0.00800322,,
731,3655,160.34,0.2,0.148,0.007691406,,
732,3660,160.48,0.14,0.152,0.007899282,,
733,3665,160.59,0.11,0.156,0.008107158,,
734,3670,160.8,0.21,0.136,0.007067779,,
735,3675,160.92,0.12,0.154,0.00800322,,
736,3680,161.02,0.1,0.152,0.007899282,,
737,3685,161.25,0.23,0.134,0.006963841,,
738,3690,161.35,0.1,0.15,0.007795344,,
739,3695,161.47,0.12,0.152,0.007899282,,
740,3700,161.67,0.2,0.13,0.006755965,,
741,3705,161.78,0.11,0.152,0.007899282,,
742,3710,161.9,0.12,0.148,0.007691406,,
743,3715,162.11,0.21,0.138,0.007171717,,
744,3720,162.21,0.1,0.152,0.007899282,,
745,3725,162.36,0.15,0.148,0.007691406,,
746,3730,162.54,0.18,0.136,0.007067779,,
747,3735,162.64,0.1,0.158,0.008211096,,
748,3740,162.79,0.15,0.144,0.00748353,,
749,3745,163,0.21,0.138,0.007171717,,
750,3750,163.08,0.08,0.152,0.007899282,,
751,3755,163.23,0.15,0.144,0.00748353,,
752,3760,163.4,0.17,0.134,0.006963841,,
753,3765,163.51,0.11,0.152,0.007899282,,
754,3770,163.67,0.16,0.142,0.007379592,,
755,3775,163.84,0.17,0.146,0.007587468,,
756,3780,163.94,0.1,0.152,0.007899282,,
757,3785,164.13,0.19,0.142,0.007379592,,
758,3790,164.27,0.14,0.144,0.00748353,,
759,3795,164.38,0.11,0.154,0.00800322,,
760,3800,164.56,0.18,0.136,0.007067779,,
761,3805,164.71,0.15,0.13,0.006755965,,
762,3810,164.81,0.1,0.152,0.007899282,,
763,3815,164.92,0.11,0.138,0.007171717,,
764,3820,165.14,0.22,0.142,0.007379592,,
765,3825,165.25,0.11,0.152,0.007899282,,
766,3830,165.42,0.17,0.152,0.007899282,,
767,3835,165.57,0.15,0.144,0.00748353,,
768,3840,165.68,0.11,0.15,0.007795344,,
769,3845,165.86,0.18,0.138,0.007171717,,
770,3850,166,0.14,0.144,0.00748353,,
771,3855,166.11,0.11,0.15,0.007795344,,
772,3860,166.29,0.18,0.136,0.007067779,,
773,3865,166.43,0.14,0.138,0.007171717,,
774,3870,166.54,0.11,0.15,0.007795344,,
775,3875,166.69,0.15,0.136,0.007067779,,
776,3880,166.86,0.17,0.136,0.007067779,,
777,3885,166.97,0.11,0.15,0.007795344,,
778,3890,167.11,0.14,0.14,0.007275655,,
779,3895,167.29,0.18,0.134,0.006963841,,
780,3900,167.39,0.1,0.148,0.007691406,,
781,3905,167.53,0.14,0.142,0.007379592,,
782,3910,167.71,0.18,0.13,0.006755965,,
783,3915,167.82,0.11,0.152,0.007899282,,
784,3920,167.94,0.12,0.144,0.00748353,,
785,3925,168.15,0.21,0.13,0.006755965,,
786,3930,168.25,0.1,0.152,0.007899282,,
787,3935,168.36,0.11,0.148,0.007691406,,
788,3940,168.58,0.22,0.13,0.006755965,,
789,3945,168.68,0.1,0.15,0.007795344,,
790,3950,168.8,0.12,0.152,0.007899282,,
791,3955,169,0.2,0.128,0.006652027,,
792,3960,169.12,0.12,0.15,0.007795344,,
793,3965,169.22,0.1,0.15,0.007795344,,
794,3970,169.43,0.21,0.132,0.006859903,,
795,3975,169.55,0.12,0.14,0.007275655,,
796,3980,169.66,0.11,0.162,0.008418972,,
797,3985,169.82,0.16,0.132,0.006859903,,
798,3990,170.03,0.21,0.136,0.007067779,,
799,3995,170.09,0.06,0.152,0.007899282,,
800,4000,170.23,0.14,0.142,0.007379592,,
801,4005,170.42,0.19,0.122,0.006340213,,
802,4010,170.53,0.11,0.154,0.00800322,,
803,4015,170.64,0.11,0.148,0.007691406,,
804,4020,170.86,0.22,0.132,0.006859903,,
805,4025,170.97,0.11,0.15,0.007795344,,
806,4030,171.08,0.11,0.154,0.00800322,,
807,4035,171.28,0.2,0.13,0.006755965,,
808,4040,171.41,0.13,0.14,0.007275655,,
809,4045,171.51,0.1,0.154,0.00800322,,
810,4050,171.67,0.16,0.146,0.007587468,,
811,4055,171.85,0.18,0.132,0.006859903,,
812,4060,172.01,0.16,0.156,0.008107158,,
813,4065,172.07,0.06,0.144,0.00748353,,
814,4070,172.29,0.22,0.128,0.006652027,,
815,4075,172.39,0.1,0.138,0.007171717,,
816,4080,172.49,0.1,0.152,0.007899282,,
817,4085,172.7,0.21,0.13,0.006755965,,
818,4090,172.83,0.13,0.134,0.006963841,,
819,4095,172.94,0.11,0.154,0.00800322,,
820,4100,173.06,0.12,0.134,0.006963841,,
821,4105,173.26,0.2,0.128,0.006652027,,
822,4110,173.37,0.11,0.15,0.007795344,,
823,4115,173.47,0.1,0.146,0.007587468,,
824,4120,173.69,0.22,0.128,0.006652027,,
825,4125,173.79,0.1,0.132,0.006859903,,
826,4130,173.9,0.11,0.148,0.007691406,,
827,4135,174.03,0.13,0.128,0.006652027,,
828,4140,174.21,0.18,0.13,0.006755965,,
829,4145,174.33,0.12,0.152,0.007899282,,
830,4150,174.44,0.11,0.146,0.007587468,,
831,4155,174.66,0.22,0.134,0.006963841,,
832,4160,174.76,0.1,0.138,0.007171717,,
833,4165,174.88,0.12,0.152,0.007899282,,
834,4170,175.02,0.14,0.128,0.006652027,,
835,4175,175.2,0.18,0.128,0.006652027,,
836,4180,175.3,0.1,0.146,0.007587468,,
837,4185,175.4,0.1,0.14,0.007275655,,
838,4190,175.61,0.21,0.126,0.006548089,,
839,4195,175.72,0.11,0.132,0.006859903,,
840,4200,175.83,0.11,0.15,0.007795344,,
841,4205,175.96,0.13,0.132,0.006859903,,
842,4210,176.15,0.19,0.13,0.006755965,,
843,4215,176.27,0.12,0.142,0.007379592,,
844,4220,176.37,0.1,0.146,0.007587468,,
845,4225,176.54,0.17,0.13,0.006755965,,
846,4230,176.69,0.15,0.128,0.006652027,,
847,4235,176.8,0.11,0.15,0.007795344,,
848,4240,176.91,0.11,0.14,0.007275655,,
849,4245,177.12,0.21,0.13,0.006755965,,
850,4250,177.24,0.12,0.138,0.007171717,,
851,4255,177.34,0.1,0.152,0.007899282,,
852,4260,177.49,0.15,0.132,0.006859903,,
853,4265,177.67,0.18,0.13,0.006755965,,
854,4270,177.78,0.11,0.148,0.007691406,,
855,4275,177.89,0.11,0.146,0.007587468,,
856,4280,178.08,0.19,0.132,0.006859903,,
857,4285,178.22,0.14,0.132,0.006859903,,
858,4290,178.33,0.11,0.152,0.007899282,,
859,4295,178.44,0.11,0.134,0.006963841,,
860,4300,178.65,0.21,0.128,0.006652027,,
861,4305,178.75,0.1,0.128,0.006652027,,
862,4310,178.86,0.11,0.15,0.007795344,,
863,4315,178.97,0.11,0.128,0.006652027,,
864,4320,179.19,0.22,0.13,0.006755965,,
865,4325,179.29,0.1,0.136,0.007067779,,
866,4330,179.4,0.11,0.152,0.007899282,,
867,4335,179.54,0.14,0.13,0.006755965,,
868,4340,179.73,0.19,0.132,0.006859903,,
869,4345,179.84,0.11,0.138,0.007171717,,
870,4350,179.95,0.11,0.128,0.006652027,,
871,4355,180.09,0.14,0.128,0.006652027,,
872,4360,180.18,0.09,0.128,0.006652027,,
873,4365,180.37,0.19,0.136,0.007067779,,
874,4370,180.48,0.11,0.142,0.007379592,,
875,4375,180.63,0.15,0.146,0.007587468,,
876,4380,180.8,0.17,0.13,0.006755965,,
877,4385,180.91,0.11,0.144,0.00748353,,
878,4390,181.02,0.11,0.144,0.00748353,,
879,4395,181.2,0.18,0.132,0.006859903,,
880,4400,181.35,0.15,0.132,0.006859903,,
881,4405,181.46,0.11,0.146,0.007587468,,
882,4410,181.57,0.11,0.14,0.007275655,,
883,4415,181.75,0.18,0.132,0.006859903,,
884,4420,181.9,0.15,0.134,0.006963841,,
885,4425,182.01,0.11,0.146,0.007587468,,
886,4430,182.13,0.12,0.14,0.007275655,,
887,4435,182.3,0.17,0.132,0.006859903,,
888,4440,182.45,0.15,0.132,0.006859903,,
889,4445,182.56,0.11,0.142,0.007379592,,
890,4450,182.67,0.11,0.14,0.007275655,,
891,4455,182.84,0.17,0.132,0.006859903,,
892,4460,183,0.16,0.132,0.006859903,,
893,4465,183.11,0.11,0.14,0.007275655,,
894,4470,183.22,0.11,0.142,0.007379592,,
895,4475,183.37,0.15,0.132,0.006859903,,
896,4480,183.55,0.18,0.13,0.006755965,,
897,4485,183.66,0.11,0.13,0.006755965,,
898,4490,183.76,0.1,0.142,0.007379592,,
899,4495,183.87,0.11,0.126,0.006548089,,
900,4500,184.08,0.21,0.126,0.006548089,,
901,4505,184.18,0.1,0.128,0.006652027,,
902,4510,184.29,0.11,0.146,0.007587468,,
903,4515,184.4,0.11,0.128,0.006652027,,
904,4520,184.6,0.2,0.13,0.006755965,,
905,4525,184.72,0.12,0.13,0.006755965,,
906,4530,184.83,0.11,0.15,0.007795344,,
907,4535,184.94,0.11,0.136,0.007067779,,
908,4540,185.15,0.21,0.132,0.006859903,,
909,4545,185.28,0.13,0.132,0.006859903,,
910,4550,185.38,0.1,0.146,0.007587468,,
911,4555,185.49,0.11,0.134,0.006963841,,
912,4560,185.67,0.18,0.128,0.006652027,,
913,4565,185.82,0.15,0.13,0.006755965,,
914,4570,185.92,0.1,0.134,0.006963841,,
915,4575,186.03,0.11,0.138,0.007171717,,
916,4580,186.16,0.13,0.13,0.006755965,,
917,4585,186.36,0.2,0.132,0.006859903,,
918,4590,186.47,0.11,0.132,0.006859903,,
919,4595,186.58,0.11,0.146,0.007587468,,
920,4600,186.69,0.11,0.13,0.006755965,,
921,4605,186.89,0.2,0.13,0.006755965,,
922,4610,187.01,0.12,0.128,0.006652027,,
923,4615,187.12,0.11,0.14,0.007275655,,
924,4620,187.22,0.1,0.132,0.006859903,,
925,4625,187.39,0.17,0.13,0.006755965,,
926,4630,187.55,0.16,0.13,0.006755965,,
927,4635,187.66,0.11,0.132,0.006859903,,
928,4640,187.77,0.11,0.142,0.007379592,,
929,4645,187.88,0.11,0.132,0.006859903,,
930,4650,188.1,0.22,0.13,0.006755965,,
931,4655,188.21,0.11,0.13,0.006755965,,
932,4660,188.31,0.1,0.142,0.007379592,,
933,4665,188.42,0.11,0.132,0.006859903,,
934,4670,188.59,0.17,0.132,0.006859903,,
935,4675,188.76,0.17,0.134,0.006963841,,
936,4680,188.87,0.11,0.134,0.006963841,,
937,4685,188.98,0.11,0.144,0.00748353,,
938,4690,189.09,0.11,0.132,0.006859903,,
939,4695,189.31,0.22,0.13,0.006755965,,
940,4700,189.42,0.11,0.132,0.006859903,,
941,4705,189.52,0.1,0.138,0.007171717,,
942,4710,189.64,0.12,0.132,0.006859903,,
943,4715,189.78,0.14,0.13,0.006755965,,
944,4720,189.97,0.19,0.128,0.006652027,,
945,4725,190.07,0.1,0.126,0.006548089,,
946,4730,190.16,0.09,0.134,0.006963841,,
947,4735,190.27,0.11,0.124,0.006444151,,
948,4740,190.45,0.18,0.126,0.006548089,,
949,4745,190.59,0.14,0.13,0.006755965,,
950,4750,190.7,0.11,0.13,0.006755965,,
951,4755,190.81,0.11,0.138,0.007171717,,
952,4760,190.92,0.11,0.132,0.006859903,,
953,4765,191.14,0.22,0.132,0.006859903,,
954,4770,191.25,0.11,0.13,0.006755965,,
955,4775,191.36,0.11,0.132,0.006859903,,
956,4780,191.46,0.1,0.13,0.006755965,,
957,4785,191.58,0.12,0.13,0.006755965,,
958,4790,191.79,0.21,0.13,0.006755965,,
959,4795,191.9,0.11,0.132,0.006859903,,
960,4800,192.01,0.11,0.136,0.007067779,,
961,4805,192.12,0.11,0.13,0.006755965,,
962,4810,192.26,0.14,0.132,0.006859903,,
963,4815,192.44,0.18,0.132,0.006859903,,
964,4820,192.56,0.12,0.13,0.006755965,,
965,4825,192.67,0.11,0.128,0.006652027,,
966,4830,192.77,0.1,0.132,0.006859903,,
967,4835,192.9,0.13,0.128,0.006652027,,
968,4840,193.1,0.2,0.126,0.006548089,,
969,4845,193.2,0.1,0.128,0.006652027,,
970,4850,193.3,0.1,0.128,0.006652027,,
971,4855,193.41,0.11,0.126,0.006548089,,
972,4860,193.54,0.13,0.128,0.006652027,,
973,4865,193.73,0.19,0.128,0.006652027,,
974,4870,193.84,0.11,0.128,0.006652027,,
975,4875,193.94,0.1,0.13,0.006755965,,
976,4880,194.05,0.11,0.13,0.006755965,,
977,4885,194.19,0.14,0.128,0.006652027,,
978,4890,194.38,0.19,0.13,0.006755965,,
979,4895,194.48,0.1,0.132,0.006859903,,
980,4900,194.59,0.11,0.126,0.006548089,,
981,4905,194.71,0.12,0.13,0.006755965,,
982,4910,194.82,0.11,0.132,0.006859903,,
983,4915,195.03,0.21,0.132,0.006859903,,
984,4920,195.14,0.11,0.13,0.006755965,,
985,4925,195.25,0.11,0.13,0.006755965,,
986,4930,195.36,0.11,0.132,0.006859903,,
987,4935,195.47,0.11,0.132,0.006859903,,
988,4940,195.69,0.22,0.13,0.006755965,,
989,4945,195.8,0.11,0.132,0.006859903,,
990,4950,195.9,0.1,0.132,0.006859903,,
991,4955,196.02,0.12,0.126,0.006548089,,
992,4960,196.13,0.11,0.128,0.006652027,,
993,4965,196.32,0.19,0.13,0.006755965,,
994,4970,196.44,0.12,0.128,0.006652027,,
995,4975,196.55,0.11,0.128,0.006652027,,
996,4980,196.66,0.11,0.122,0.006340213,,
997,4985,196.77,0.11,0.132,0.006859903,,
998,4990,196.93,0.16,0.13,0.006755965,,
999,4995,197.1,0.17,0.132,0.006859903,,
1000,5000,197.2,0.1,0.132,0.006859903,,
1001,5005,197.32,0.12,0.122,0.006340213,,
1002,5010,197.43,0.11,0.13,0.006755965,,
1003,5015,197.54,0.11,0.13,0.006755965,,
1004,5020,197.75,0.21,0.128,0.006652027,,
1005,5025,197.85,0.1,0.13,0.006755965,,
1006,5030,197.96,0.11,0.128,0.006652027,,
1007,5035,198.08,0.12,0.12,0.006236275,,
1008,5040,198.18,0.1,0.132,0.006859903,,
1009,5045,198.35,0.17,0.132,0.006859903,,
1010,5050,198.51,0.16,0.13,0.006755965,,
1011,5055,198.62,0.11,0.13,0.006755965,,
1012,5060,198.73,0.11,0.118,0.006132337,,
1013,5065,198.83,0.1,0.128,0.006652027,,
1014,5070,198.94,0.11,0.128,0.006652027,,
1015,5075,199.15,0.21,0.128,0.006652027,,
1016,5080,199.26,0.11,0.13,0.006755965,,
1017,5085,199.37,0.11,0.128,0.006652027,,
1018,5090,199.48,0.11,0.12,0.006236275,,
1019,5095,199.58,0.1,0.13,0.006755965,,
1020,5100,199.75,0.17,0.13,0.006755965,,
1021,5105,199.91,0.16,0.13,0.006755965,,
1022,5110,200.02,0.11,0.132,0.006859903,,
1023,5115,200.13,0.11,0.12,0.006236275,,
1024,5120,200.24,0.11,0.126,0.006548089,,
1025,5125,200.35,0.11,0.132,0.006859903,,
1026,5130,200.54,0.19,0.132,0.006859903,,
1027,5135,200.68,0.14,0.132,0.006859903,,
1028,5140,200.79,0.11,0.132,0.006859903,,
1029,5145,200.9,0.11,0.116,0.006028399,,
1030,5150,201.01,0.11,0.136,0.007067779,,
1031,5155,201.12,0.11,0.136,0.007067779,,
1032,5160,201.36,0.24,0.132,0.006859903,,
1033,5165,201.47,0.11,0.136,0.007067779,,
1034,5170,201.56,0.09,0.136,0.007067779,,
1035,5175,201.69,0.13,0.108,0.005612648,,
1036,5180,201.8,0.11,0.132,0.006859903,,
1037,5185,201.9,0.1,0.134,0.006963841,,
1038,5190,202.13,0.23,0.13,0.006755965,,
1039,5195,202.23,0.1,0.13,0.006755965,,
1040,5200,202.34,0.11,0.13,0.006755965,,
1041,5205,202.45,0.11,0.104,0.005404772,,
1042,5210,202.55,0.1,0.13,0.006755965,,
1043,5215,202.65,0.1,0.128,0.006652027,,
1044,5220,202.88,0.23,0.128,0.006652027,,
1045,5225,202.98,0.1,0.128,0.006652027,,
1046,5230,203.09,0.11,0.13,0.006755965,,
1047,5235,203.19,0.1,0.106,0.00550871,,
1048,5240,203.3,0.11,0.126,0.006548089,,
1049,5245,203.41,0.11,0.13,0.006755965,,
1050,5250,203.61,0.2,0.132,0.006859903,,
1051,5255,203.74,0.13,0.132,0.006859903,,
1052,5260,203.85,0.11,0.132,0.006859903,,
1053,5265,203.96,0.11,0.114,0.005924462,,
1054,5270,204.07,0.11,0.12,0.006236275,,
1055,5275,204.18,0.11,0.132,0.006859903,,
1056,5280,204.34,0.16,0.13,0.006755965,,
1057,5285,204.51,0.17,0.132,0.006859903,,
1058,5290,204.61,0.1,0.13,0.006755965,,
1059,5295,204.73,0.12,0.12,0.006236275,,
1060,5300,204.83,0.1,0.11,0.005716586,,
1061,5305,204.94,0.11,0.13,0.006755965,,
1062,5310,205.06,0.12,0.128,0.006652027,,
1063,5315,205.26,0.2,0.128,0.006652027,,
1064,5320,205.37,0.11,0.128,0.006652027,,
1065,5325,205.47,0.1,0.126,0.006548089,,
1066,5330,205.58,0.11,0.106,0.00550871,,
1067,5335,205.69,0.11,0.118,0.006132337,,
1068,5340,205.79,0.1,0.128,0.006652027,,
1069,5345,205.96,0.17,0.128,0.006652027,,
1070,5350,206.11,0.15,0.128,0.006652027,,
1071,5355,206.22,0.11,0.13,0.006755965,,
1072,5360,206.33,0.11,0.118,0.006132337,,
1073,5365,206.44,0.11,0.11,0.005716586,,
1074,5370,206.55,0.11,0.13,0.006755965,,
1075,5375,206.66,0.11,0.132,0.006859903,,
1076,5380,206.87,0.21,0.13,0.006755965,,
1077,5385,206.99,0.12,0.13,0.006755965,,
1078,5390,207.09,0.1,0.13,0.006755965,,
1079,5395,207.2,0.11,0.11,0.005716586,,
1080,5400,207.31,0.11,0.114,0.005924462,,
1081,5405,207.42,0.11,0.13,0.006755965,,
1082,5410,207.56,0.14,0.13,0.006755965,,
1083,5415,207.74,0.18,0.128,0.006652027,,
1084,5420,207.85,0.11,0.128,0.006652027,,
1085,5425,207.95,0.1,0.122,0.006340213,,
1086,5430,208.06,0.11,0.106,0.00550871,,
1087,5435,208.17,0.11,0.112,0.005820524,,
1088,5440,208.27,0.1,0.13,0.006755965,,
1089,5445,208.41,0.14,0.128,0.006652027,,
1090,5450,208.6,0.19,0.128,0.006652027,,
1091,5455,208.7,0.1,0.128,0.006652027,,
1092,5460,208.81,0.11,0.122,0.006340213,,
1093,5465,208.91,0.1,0.106,0.00550871,,
1094,5470,209.02,0.11,0.114,0.005924462,,
1095,5475,209.13,0.11,0.13,0.006755965,,
1096,5480,209.27,0.14,0.132,0.006859903,,
1097,5485,209.46,0.19,0.13,0.006755965,,
1098,5490,209.57,0.11,0.13,0.006755965,,
1099,5495,209.67,0.1,0.124,0.006444151,,
1100,5500,209.78,0.11,0.108,0.005612648,,
1101,5505,209.89,0.11,0.108,0.005612648,,
1102,5510,210,0.11,0.132,0.006859903,,
1103,5515,210.11,0.11,0.132,0.006859903,,
1104,5520,210.33,0.22,0.132,0.006859903,,
1105,5525,210.44,0.11,0.132,0.006859903,,
1106,5530,210.55,0.11,0.132,0.006859903,,
1107,5535,210.66,0.11,0.108,0.005612648,,
1108,5540,210.77,0.11,0.108,0.005612648,,
1109,5545,210.87,0.1,0.118,0.006132337,,
1110,5550,210.98,0.11,0.128,0.006652027,,
1111,5555,211.14,0.16,0.128,0.006652027,,
1112,5560,211.3,0.16,0.13,0.006755965,,
1113,5565,211.41,0.11,0.13,0.006755965,,
1114,5570,211.52,0.11,0.118,0.006132337,,
1115,5575,211.63,0.11,0.106,0.00550871,,
